RelativeTime,PacketsSent,PacketsReceived,BytesSent,BytesReceived,IPSrc0,IPDst0,Protocol0,PacketsSent0,PacketsReceived0,BytesSent0,BytesReceived0,IPSrc1,IPDst1,Protocol1,PacketsSent1,PacketsReceived1,BytesSent1,BytesReceived1,IPSrc2,IPDst2,Protocol2,PacketsSent2,PacketsReceived2,BytesSent2,BytesReceived2,IPSrc3,IPDst3,Protocol3,PacketsSent3,PacketsReceived3,BytesSent3,BytesReceived3,IPSrc4,IPDst4,Protocol4,PacketsSent4,PacketsReceived4,BytesSent4,BytesReceived4,IPSrc5,IPDst5,Protocol5,PacketsSent5,PacketsReceived5,BytesSent5,BytesReceived5,IPSrc6,IPDst6,Protocol6,PacketsSent6,PacketsReceived6,BytesSent6,BytesReceived6,IPSrc7,IPDst7,Protocol7,PacketsSent7,PacketsReceived7,BytesSent7,BytesReceived7,IPSrc8,IPDst8,Protocol8,PacketsSent8,PacketsReceived8,BytesSent8,BytesReceived8,IPSrc9,IPDst9,Protocol9,PacketsSent9,PacketsReceived9,BytesSent9,BytesReceived9,IPSrc10,IPDst10,Protocol10,PacketsSent10,PacketsReceived10,BytesSent10,BytesReceived10,IPSrc11,IPDst11,Protocol11,PacketsSent11,PacketsReceived11,BytesSent11,BytesReceived11,IPSrc12,IPDst12,Protocol12,PacketsSent12,PacketsReceived12,BytesSent12,BytesReceived12,IPSrc13,IPDst13,Protocol13,PacketsSent13,PacketsReceived13,BytesSent13,BytesReceived13,IPSrc14,IPDst14,Protocol14,PacketsSent14,PacketsReceived14,BytesSent14,BytesReceived14,IPSrc15,IPDst15,Protocol15,PacketsSent15,PacketsReceived15,BytesSent15,BytesReceived15,IPSrc16,IPDst16,Protocol16,PacketsSent16,PacketsReceived16,BytesSent16,BytesReceived16,IPSrc17,IPDst17,Protocol17,PacketsSent17,PacketsReceived17,BytesSent17,BytesReceived17,IPSrc18,IPDst18,Protocol18,PacketsSent18,PacketsReceived18,BytesSent18,BytesReceived18,IPSrc19,IPDst19,Protocol19,PacketsSent19,PacketsReceived19,BytesSent19,BytesReceived19,IPSrc20,IPDst20,Protocol20,PacketsSent20,PacketsReceived20,BytesSent20,BytesReceived20,IPSrc21,IPDst21,Protocol21,PacketsSent21,PacketsReceived21,BytesSent21,BytesReceived21,IPSrc22,IPDst22,Protocol22,PacketsSent22,PacketsReceived22,BytesSent22,BytesReceived22,IPSrc23,IPDst23,Protocol23,PacketsSent23,PacketsReceived23,BytesSent23,BytesReceived23,IPSrc24,IPDst24,Protocol24,PacketsSent24,PacketsReceived24,BytesSent24,BytesReceived24,IPSrc25,IPDst25,Protocol25,PacketsSent25,PacketsReceived25,BytesSent25,BytesReceived25,Buffering,Paused,Playing,CollectData,EpochTime,StartTime,PlaybackProgress,Length,UnlabelledQuality,q144p,q240p,q360p,q480p,q720p,q1080p,q1440p,q2160p,BufferHealth,BufferProgress,BufferValid
0.0,1,0,324,0, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,0,0,0,0,0, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,0,0,0,0,0, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,0,0,0,0,0, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,0,0,0,0,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,0,0,0,0,0, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,0,0,0,0,0, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,1,0,324,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.1,11,11,1288,2434, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,TCP,3,3,456,588, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,0,0,0,0,0, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,0,0,0,0,0, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,0,0,0,0,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,TCP,4,4,310,871, 10.0.0.12,172.217.166.166,0,0,0,0,0, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,0,0,0,0,0, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,TCP,2,1,390,387, 10.0.0.12,0.0.0.0,0,2,3,132,588,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.2,12,6,5964,1470, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,TLSv1.2,5,0,3927,0, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,QUIC,1,0,1392,0, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,0,0,0,0,0, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,0,0,0,0,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,0,0,0,0,0, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,DNS,1,1,77,129, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,QUIC,1,2,83,860, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,TCP,4,3,485,481, 10.0.0.12,0.0.0.0,0,0,0,0,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.3,9,11,2005,7297, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,TLSv1.2,8,8,1922,4436, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,QUIC,1,3,83,2861, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,0,0,0,0,0, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,0,0,0,0,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,0,0,0,0,0, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,0,0,0,0,0, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,0,0,0,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.4,6,7,1800,3156, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,QUIC,3,4,244,1611, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,QUIC,3,3,1556,1545, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,0,0,0,0,0, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,0,0,0,0,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,0,0,0,0,0, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,0,0,0,0,0, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,0,0,0,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.5,12,7,7477,661, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,QUIC,1,2,973,147, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,QUIC,1,2,1392,149, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,QUIC,1,0,1392,0, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,QUIC,1,0,1392,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,QUIC,1,0,1392,0, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,DNS,4,3,322,365, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,QUIC,2,0,397,0, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,1,0,217,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.6,1,5,1392,3016, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,0,0,0,0,0, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,QUIC,1,2,1392,2784, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,QUIC,0,1,0,77, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,0,0,0,0,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,QUIC,0,1,0,77, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,QUIC,0,1,0,78, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,0,0,0,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.7,15,25,5154,26164, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,QUIC,7,14,566,16418, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,QUIC,1,0,1392,0, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,QUIC,2,2,1475,2784, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,QUIC,1,3,83,2861, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,QUIC,2,2,1475,2784, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,QUIC,2,4,163,1317, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,0,0,0,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.7999999999999999,5,0,5099,0, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,0,0,0,0,0, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,0,0,0,0,0, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,QUIC,1,0,1392,0, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,QUIC,1,0,1392,0, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,QUIC,1,0,1392,0, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,QUIC,2,0,923,0, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,0,0,0,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
0.8999999999999999,11,18,2341,17982, 10.0.0.12,173.194.14.40,0,0,0,0,0, 10.0.0.12,172.217.160.163,0,0,0,0,0, 10.0.0.12,172.217.160.206,QUIC,1,1,77,1392, 10.0.0.12,216.58.196.86,0,0,0,0,0, 10.0.0.12,172.217.166.161,0,0,0,0,0, 10.0.0.12,172.217.166.163,QUIC,4,5,1636,4329, 10.0.0.12,172.217.166.182,0,0,0,0,0, 10.0.0.12,173.194.185.135,0,0,0,0,0, 10.0.0.12,172.217.27.194,QUIC,1,3,80,2867, 10.0.0.12,162.125.18.133,0,0,0,0,0, 10.0.0.12,172.217.163.196,QUIC,2,4,160,5568, 10.0.0.12,172.217.160.174,0,0,0,0,0, 10.0.0.12,52.222.128.224,0,0,0,0,0, 10.0.0.12,172.217.166.170,0,0,0,0,0, 10.0.0.12,172.217.166.166,QUIC,1,3,80,2867, 10.0.0.12,172.217.166.77,0,0,0,0,0, 10.0.0.12,172.217.26.226,0,0,0,0,0, 10.0.0.12,10.0.0.1,0,0,0,0,0, 10.0.0.12,172.217.160.131,0,0,0,0,0, 10.0.0.12,172.217.166.42,QUIC,2,2,308,959, 10.0.0.12,162.125.32.135,0,0,0,0,0, 10.0.0.12,172.217.160.170,0,0,0,0,0, 10.0.0.12,172.217.166.83,0,0,0,0,0, 10.0.0.12,10.0.0.3,0,0,0,0,0, 10.0.0.12,74.125.130.188,0,0,0,0,0, 10.0.0.12,0.0.0.0,0,0,0,0,0,0,0,0,0,0,1525344631231,0.0,567.861,0,0,0,0,0,0,0,0,0,0.0,0.0,-1
